Text,Language
"Phusis vient du verbe phuein, dérivé de la racine phu qui désigne la croissance végétale.",French
"Le 26 janvier 2007, « Wikipédia » a aussi été nommée quatrième meilleure marque par les lecteurs de brandchannel, recevant 15 % des voix en réponse à la question « Quelle marque a le plus d'impact sur nos vies en 2006[156] ?",French
"et je fais toujours ça, tu peux dire les doigts croisés et tu croises les doigts comme ça.",French
"En janvier 2013, l'astéroïde (274301) Wikipédia est nommé en l'honneur de l'encyclopédie[159].",French
Citizendium est par exemple une encyclopédie en ligne en anglais dirigée par Larry Sanger et publiée sous licence libre.,French
"Dans certains cas, les biais algorithmiques peuvent conduire à des situations de discrimination[36].",French
"désolé, je ne peux pas pour le moment.",French
"Il leur arrive de mener des « guerres d'édition » entre eux, parfois pendant plusieurs années[54].",French
Comment vas-tu?,French
"étaient des êtres magiques quelque chose que la mère de Narcisse ne savait rien de Terry Melli oh c'est si bon de te voir ça fait très longtemps Comment avez-vous été j'ai été très bien j'aurais été mieux si seulement si seulement et si seulement ma fille Narcisa était un peu plus compréhensive marian a dit à Mellie et Terry tout sur Narcisa et comment elle était inquiète pour elle, elle veut manger pain en or que dois-je faire avec elle bien peut-être si son rêve se réalise.",French
c'est vous savez.,French
Améliorez-le ou discutez-en.,French
"maintenant nous utilisons souvent le mot génial ici ' C'est un autre mot que vous pouvez utiliser à la place de génial stupéfiant par exemple aujourd'hui, j'ai obtenu un score incroyable à mon test, ce qui signifie que j'ai obtenu un score très élevé ou J'ai obtenu une partition presque parfaite, le mot prodigieux a des racines latines classiques du mot qui signifie.",French
Wikipédia est réalisée collaborativement sur Internet via un « réseau coopératif » autoorganisé et sans frontières linguistiques[22].,French
ça vous dérange si je saute ici?,French
"Es war eine Freude, Sie später zu sehen.",German
"Es tut mir leid, Sie zu stören.",German
Ich kann mich nicht über den nächsten Satz beschweren.,German
"Ich fürchte, ich bin anderer Meinung.",German
"Das Wort stupendous hat klassische lateinische Wurzeln aus dem Wort, was bedeutet.",German
"Ich persönlich liebe den Satz, den du rockst, was bedeutet, dass du unglaublich bist.",German
Schon gut.,German
"Möchten Sie, dass ich Sie nach Hause fahre?",German
Die Wirtschaft war in diesem Jahr sehr schleppend oder das Spiel hat sich nach einem schleppenden Start erholt.,German
Komm schon.,German
du weißt es.,German
"aber war mit gebrochenem Herzen für alles, was dort ungenießbar war.",German
"Entschuldigung, ich kann jetzt nicht.",German
"Wie' s Narzissmus jetzt erzählt Marian beiden alles, was passiert war und sie hat sich seit dieser Zeit so sehr verändert.",German
Ich bin gleich bei dir.,German
"Du musst nur die besten Narzissen essen, die ich mir bei all dem Essen angesehen habe.",German
"So sehr, dass sie vergessen, was jetzt verwirrt zu tun ist, ist dies meistens ein überstrapaziertes Wort.",German
"Es ist mir egal, ob dich jemand etwas fragt und das ist eine wirklich einfache Entscheidung für dich, so wie jemand dir sagt, dass du meine 1 Million Dollar nimmst und du sagst, das ist ein Kinderspiel.",German
"Wenn jemand beschäftigt ist, können Sie sich immer entschuldigen, um Sie zu stören, und dann können Sie weitermachen und fragen.",German
"auf grausame Weise wird manchmal in Gefängnissen grausam auch im täglichen Leben verwendet, um über ein häufiges Fehlverhalten zu sprechen, und Sie möchten es übertreiben.",German
"hatte so kleine Augen fast wie die eines Vogels und der andere hatte eine riesige Nase, ich würde nicht in seiner Nähe sein wollen.",German
du hast gesagt.,German
"narcisa änderte ihre art und weise sie kämpfte zuerst, aber langsam und geduldig wurde sie eines tages viel netter mellie und terry kamen marian wieder entgegen oh hallo ihr zwei, also sag uns marian.",German
"Geld, aber Sie würden diesen Bankkredit nicht erhalten, wenn Sie der Bank nicht beweisen, dass Sie genug Geld haben, damit Sie sich das nächste Mal in einer schwierigen Situation befinden.",German
"Ich habe nicht zugehört, weil du vielleicht beschäftigt warst.",German
"und du weißt, das Beste daran war, als ich in meinem Hochzeitskleid war, das natürlich auch aus Gold war.",German
"Sie können es tun, Sie können das Toefl passieren.",German
"Viele Freier kamen, um in der Ehe um Narzissenhand zu bitten.",German
"und sie sind so, als ob ich das gleiche kaufen möchte und ich sage ihnen, dass du es verkauft hast, dass du mich verkauft hast.",German
"Ich bin mir nicht sicher, ob ich damit einverstanden bin.",German
"Dies ist ein Kinderspiel, was bedeutet, dass es eine wirklich einfache Entscheidung für Sie ist, wenn Sie etwas falsch gemacht haben und Sie zugeben, dass Sie sagen können, ich habe es vermasselt, ja Leute.",German
Ich habe mein Telefon verloren und bin in einer Verlegenheit oder unser Bus ist heute Morgen kaputt gegangen und ich bin in einer Verlegenheit.,German
das wäre toll klingt gut für mich. Da bin ich mir nicht sicher.,German
"Er begegnete ihm auf seinen Reisen oder in einem Interview, als sie gefragt wurde, warum wir Sie einstellen sollten.",German
"Oh, das ist beleuchtet und du hast es wahrscheinlich in Songs gehört, die ' Wenn jemand nach Fehlern erfolgreich ist, können Sie sagen, dass Sie es schaffen.",German
"Sie können ihm sagen, dass er die gute Arbeit fortsetzt.",German
Es lohnt sich nicht.,German
"Wenn du willst, dass jemand nur so klingt, als würde er weinen und sich über etwas beschweren, das nicht passiert, kannst du sagen, komm, ich kann es tun, ich?",German
"Ich habe so viel über dich gehört Ich hole dir etwas zu essen, oh danke, sie gingen ins Esszimmer und dort auf dem Tisch war das erstaunlichste Essen, das Narcisa jemals erstaunlich gesehen hatte, weil es die Marmeladen sind, die gemacht wurden.",German
Kann ich dich dort für einen Moment aufhalten?,German
"Gut erzogen hat das Wort suave verschiedene Ursprünge, aber ein sehr interessanter Ursprung des Wortes ist das, was ein angenehmes oder süß schmeckendes Beispiel bedeutet.",German
"Sie rannte, um ihre Mutter zu umarmen, die traurig im Haus saß, noch die Schwester meiner süßen Tochter.",German
50 Sätze in Englisch.,German
"Jemand sagt Ihnen etwas und Sie haben es im Gespräch nicht wirklich erwähnt, als würden sie irgendwie vermuten, dass Sie einen neuen Job haben, und Sie fragen ihn.",German
Der Wagen rumpelte gewaltig herum und Narzissa.,German
"Du hast mich verkauft, wenn du nicht an dem Gespräch interessiert bist.",German
"Das ist also eine großartige Möglichkeit zu üben, wo wir wieder waren, wenn Sie mitten in einem Gespräch sind.",German
und du bist wie was hier drin los ist wie was machst du hier?.,German
"Wenn jemand einen Job in seinen Träumen von dem bekommen hat, was Sie als Glückspilz bezeichnen können, oder wenn jemand in die Universität seiner Träume gekommen ist, als Glückspilz, dann ist dies eine Möglichkeit, der Person zu gratulieren, die Glück hat, oder einfach nur zu betonen, dass sie Glück hat, Glück zu haben, eine andere Art zu sagen Dass du wirklich wütend bist, heißt, ich bin ausgeflippt, als wäre ich so wütend, dass ich ausgeflippt bin.",German
"Oh Mama, ich liebe dich so sehr und du hattest rechtes Aussehen und Reichtum ist nicht alles, was das Goldbrot nutzlos war, da ich es und den Mann nicht essen konnte.",German
"Ich bin das ganze Wochenende frei, lass uns etwas tun.",German
Sie können einfach keine Sorgen sagen.,German
"Ich weiß, dass es mir so leid tut, wie ich mich verhalten habe, Mama.",German
"Είμαι ο άγγελος της καλής τύχης, το όνομα και η ομορφιά της κόρης σας είναι γνωστό σε όλο τον κόσμο εδώ, σας έφερα ένα δώρο, αλλά σχεδόν δεν τον γνωρίζετε ότι δεν μπορείτε να πάτε μαζί του.",Greek
"και είσαι σαν αυτό που συμβαίνει εδώ, όπως κάνεις εδώ ;.",Greek
Οι ακόλουθοι είναι μερικοί από αυτούς τους κανόνες [2].,Greek
"πες τους ίσως να είμαι αμβλείος, αλλά δεν ξέρω γιατί είσαι τόσο αναστατωμένος, η έξυπνη λέξη νούμερο 10 είναι αργή αργή υποτονική σημαίνει να κινείσαι με αργό τρόπο ώστε να είσαι πιο αργός ρυθμός.",Greek
είμαι αδιάφορος με αναθέσεις έξυπνη λέξη νούμερο δύο είναι catch-22 τώρα είμαι σίγουρος ότι έχετε ακούσει αυτή τη λέξη πριν από το catch-22 σημαίνει μια αδύνατη κατάσταση στην οποία δεν μπορείτε να κάνετε ένα πράγμα εκτός αν έχετε κάνει το άλλο και δεν μπορείτε να κάνετε το άλλο επειδή δεν έχετε κάνει το πρώτο.,Greek
Μου άρεσε από μερικές από τις ερωτήσεις που άλλες λέξεις που μπορείτε να χρησιμοποιήσετε αντί για flummoxed είναι μπερδεμένοι ή αμηχανία έξυπνη λέξη αριθμός οκτώ είναι ραντεβού ραντεβού.,Greek
είναι πραγματικά στις 1 μ.μ.,Greek
και κάνω πάντα ότι μπορείτε να πείτε τα δάχτυλα σταυρωμένα και να διασχίζετε τα δάχτυλα έτσι.,Greek
"ένα είναι βάλτο βάλτε σημαίνει πνιγμό ή πλημμύρα, αλλά βάλτο χρησιμοποιείται συχνά στο πλαίσιο εργασίας όπως εγώ Έχω πλημμυρίσει με δουλειά έχω πάρα πολύ δουλειά να κάνω Έχω πλημμυρίσει με δουλειά όλη αυτή την εβδομάδα, μόλις είχα χρόνο να αναπνεύσω τώρα ας δούμε τη ρίζα αυτής της λέξης.",Greek
